Abbrev,Stat Name,Description,Unit,Pctile Dir,Available In,Data Source
PAINT2 FGA,In The Paint 2s FGA,The total number of field goal attempts on shots taken in the paint (but not at the rim).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off",pbp
PAINT2 FGA (0-10s),In The Paint 2s FGAs with 0-10 Secs on Shot Clock,The total number of field goal attempts on shots taken in the paint (but not at the rim) with 0 - 10 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA (10-20s),In The Paint 2s FGAs with 10-20 Secs on Shot Clock,The total number of field goal attempts on shots taken in the paint (but not at the rim) with 10 - 20 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA (20-30s),In The Paint 2s FGAs with 20-30 Secs on Shot Clock,The total number of field goal attempts on shots taken in the paint (but not at the rim) with 20 - 30 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA/100,In The Paint 2s FGA / 100 Poss,Field goal attempts on shots taken in the paint (but not at the rim) per 100 possessions played.,Number,Highest # = 100th,"Team Agg PBP, Lineup, On/Off",pbp
PAINT2 FGA/40,In The Paint 2s FGA / 40 Mins,Field goal attempts on shots taken in the paint (but not at the rim) per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP, Lineup, On/Off",pbp
PAINT2 FGA/G,In The Paint 2s FGA / Game,Field goal attempts on shots taken in the paint (but not at the rim) per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
PAINT2 FGA%,In The Paint 2s FGA%,Percentage of shots taken in the paint (not at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off",pbp
PAINT2 FGA% (0-10s) A,Paint 2s FGA% (0-10s) % of all shots,Percentage of all shots taken that were in the paint (but not at the rim) with 0 - 10 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (0-10s) C,Paint 2s FGA% (0-10s) % of 0-10s shots,Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were in the paint (but not at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (0-10s) Z,Paint 2s FGA% (0-10s) % of Paint 2s,Percentage of all shots in the paint (but not at the rim) that were taken with 0 - 10 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (10-20s) A,Paint 2s FGA% (10-20s) % of all shots,Percentage of all shots taken that were in the paint (but not at the rim) with 10 - 20 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (10-20s) C,Paint 2s FGA% (10-20s) % of 10-20s shots,Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were in the paint (but not at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (10-20s) Z,Paint 2s FGA% (10-20s) % of Paint 2s,Percentage of all shots in the paint (but not at the rim) that were taken with 10 - 20 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (20-30s) A,Paint 2s FGA% (20-30s) % of all shots,Percentage of all shots taken that were in the paint (but not at the rim) with 20 - 30 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (20-30s) C,Paint 2s FGA% (20-30s) % of 20-30s shots,Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were in the paint (but not at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGA% (20-30s) Z,Paint 2s FGA% (20-30s) % of Paint 2s,Percentage of all shots in the paint (but not at the rim) that were taken with 20 - 30 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGM,In The Paint 2s FGM,The total number of field goals made on shots taken in the paint (but not at the rim).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off",pbp
PAINT2 FGM (0-10s),In The Paint 2s FGMs with 0-10 Secs on Shot Clock,The total number of field goals made on shots taken in the paint (but not at the rim) with 0 - 10 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGM (10-20s),In The Paint 2s FGMs with 10-20 Secs on Shot Clock,The total number of field goals made on shots taken in the paint (but not at the rim) with 10 - 20 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 FGM (20-30s),In The Paint 2s FGMs with 20-30 Secs on Shot Clock,The total number of field goals made on shots taken in the paint (but not at the rim) with 20 - 30 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 ORB CHNC,In The Paint 2s Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed shots in the paint (but not at the rim).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PAINT2 ORB%,In The Paint 2s Offensive Rebounding Percentage,Percentage of the team's missed shots in the paint (but not at the rim) that were offensive rebounded by the team.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
PAINT2 ORB,In The Paint 2s Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed shots in the paint (but not at the rim).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PAINT2 REB CHNC,Paint 2s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed shots in the paint (but not at the rim).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PAINT2 REB,Paint 2s Rebounds,The total number of rebounds grabbed on the team's and opponent's missed shots in the paint (but not at the rim).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PITP PTS/100,Points In The Paint / 100 Poss,An estimate of the number of points in the paint per 100 possessions played.,Number,Highest # = 100th,Team Agg,box_score
PITP PTS/40,Points In The Paint / 40 Mins,The number of points in the paint per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
PITP PTS/G,Points In The Paint / Game,The number of points in the paint per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
PITP DIFF,Points In The Paint Differential,How many more or fewer points in the paint the team scored compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
PAINT2 uFGM,paint2FgmU,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PF,Personal Fouls,The total number of personal fouls committed.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
PFD,Personal Fouls Drawn,The total number of personal fouls drawn.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
PFD/100,Personal Fouls Drawn / 100 Poss,An estimate of the number of personal fouls drawn per 100 possessions played.,Number,Highest # = 100th,"Team Game, Team Agg, Player Game, Lineup, On/Off",box_score
PFD/40,Personal Fouls Drawn / 40 Mins,The number of personal fouls drawn per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
PFD/G,Personal Fouls Drawn / Game,The number of personal fouls drawn per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
PF Eff,Personal Foul Efficiency,The ratio of steals + blocks to personal fouls committed by the player.,Ratio,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
PF%,Personal Fouls Percentage,The percentage of possessions with a personal foul committed.,Percentage,Lowest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PF/100,Personal Fouls / 100 Poss,An estimate of the number of personal fouls committed per 100 possessions played.,Number,Lowest # = 100th,"Team Agg, Team Agg PBP, Lineup, On/Off","box_score, pbp"
PF/40,Personal Fouls / 40 Mins,The number of personal fouls committed per 40 minutes played.,Number,Lowest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP, Lineup, On/Off","box_score, pbp"
PF/G,Personal Fouls / Game,The number of personal fouls committed per game.,Number,Lowest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP","box_score, pbp"
PTS/100,Points Scored / 100 Poss,An estimate of the number of points scored per 100 possessions played.,Number,Highest # = 100th,"Team Agg, Lineup, On/Off",box_score
PTS/40,Points Scored / 40 Mins,The number of points scored per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
PTS/G,Points Scored / Game,The number of points scored per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
PTS AGST,Points Against,The total number of points allowed by the player's team to its opponent.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Team Agg, Player Game, Lineup, On/Off",box_score
PTS ASTD,Points Assisted,The total number of teammate points scored that were assisted by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PTS ASTD%,Points Assisted Pct,The percentage of points scored by the player that were assisted by teammates.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
HC PTS,Points in the Half Court,"The total number of points scored in the context of half court offense (as opposed to in transition, or on putbacks).",Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PITP PTS,Points In The Paint,The total number of points scored in the paint.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game",box_score
TR PTS,Points in Transition,"The total number of points scored in the context of transition offense (as opposed to in the half court, or on putbacks).",Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
POTOV,Points Off Turnovers,The total number of points off turnovers.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
POTOV/100,Points off Turnovers / 100 Poss,An estimate of the number of points off turnovers per 100 possessions played.,Number,Highest # = 100th,Team Agg,box_score
POTOV/40,Points off Turnovers / 40 Mins,The number of points off turnovers per 40 minutes played.,Number,Highest # = 100th,Team Agg,box_score
POTOV/G,Points Off Turnovers / Game,The number of points off turnovers per game.,Number,Highest # = 100th,Team Agg,box_score
POTOV DIFF,Points off Turnovers Differential,How many more or fewer points off turnovers the team scored compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
PB PTS,Points on Putbacks,"The total number of points scored in the context of putback offense (as opposed to in the half court, or in transition).",Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PTS,Points Scored,The total number of points scored by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
PTS DIFF,Points Scored Differential,How many more or fewer points the team scored compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
POSS,Possessions,The total number of possessions.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
possPbp,possPbp,No description available,-,-,"Player Game PBP, Player Agg, Team Agg, Team Agg PBP, Player Agg PBP, Team Game PBP","box_score, pbp"
PTS H1,PTS H1,Points Scored in 1st Half,Integer,Highest # = 100th,Team Game,box_score
PTS H2,PTS H2,Points Scored in 2nd Half,Integer,Highest # = 100th,Team Game,box_score
PTS OT,PTS OT,Points Scored in OT,Integer,Highest # = 100th,Team Game,box_score
PTS Q1,PTS P1,Points Scored in 1st Period,Integer,Highest # = 100th,Team Game,box_score
PTS Q2,PTS P2,Points Scored in 2ndPeriod,Integer,Highest # = 100th,Team Game,box_score
PTS Q3,PTS P3,Points Scored in 3rd Period,Integer,Highest # = 100th,Team Game,box_score
PTS Q4,PTS P4,Points Scored in 4th Period,Integer,Highest # = 100th,Team Game,box_score
ptsAgstBox,ptsAgstBox,No description available,-,-,Team Game PBP,pbp
ptsScoredBox,ptsScoredBox,No description available,-,-,Team Game PBP,pbp
ptsScoredWb,ptsScoredWb,No description available,-,-,Team Game PBP,pbp
PB CHNC,Putback Chances,The total number of chances in the context of putback offense.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
PB PPC,Putback Points / Chance,"For putback offense, the total number of points scored divided by the total number of putback chances.",num2,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
QUAD,Quadrant Against,"Quad 1, 2, 3, or 4 Game.",Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Game, Team Game PBP","box_score, pbp"
RBTV DIFF,"Team REBs, TOVs Forced - Opponent REBs, TOVs Forced",The number of rebounds plus turnovers forced by the team minus the number of rebounds plus turnovers forced by the opposing team.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
REB DIFF,Rebound Differential,How many more or fewer rebounds the team had compared to their opponent.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
REB%,Rebound Percentage,An estimate of the percentage of available rebounds a player grabbed while he was on the floor.,Percentage,Highest % = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
REB,Total Rebounds,The total number of rebounds grabbed.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
REB/100,Total Rebounds / 100 Poss,An estimate of the number of rebounds per 100 possessions played.,Number,Highest # = 100th,"Team Agg, Lineup, On/Off",box_score
REB/40,Total Rebounds / 40 Mins,The number of rebounds per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
REB/G,Total Rebounds / Game,The number of rebounds per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
RB2 FG%,Right Baseline 2s FG%,Field goal percentage on right baseline 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RB2 FGA,Right Baseline 2s FGA,Field goal attempts on right baseline 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RB2 FGA/100,Right Baseline 2s FGA / 100 Poss,Field goal attempts on right baseline 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
RB2 FGA/40,Right Baseline 2s FGA / 40 Mins,Field goal attempts on right baseline 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RB2 FGA/G,Right Baseline 2s FGA / Game,Field goal attempts on right baseline 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RB2 FGA%,Right Baseline 2s FGA%,Percentage of shots taken as right baseline 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RB2 FGM,Right Baseline 2s FGM,Field goals made on right baseline 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RC3 FG%,Right Corner 3s FG%,Field goal percentage on right corner 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RC3 FGA,Right Corner 3s FGA,Field goal attempts on right corner 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RC3 FGA/100,Right Corner 3s FGA / 100 Poss,Field goal attempts on right corner 3-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
RC3 FGA/40,Right Corner 3s FGA / 40 Mins,Field goal attempts on right corner 3-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RC3 FGA/G,Right Corner 3s FGA / Game,Field goal attempts on right corner 3-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RC3 FGA%,Right Corner 3s FGA%,Percentage of shots taken as right corner 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RC3 FGM,Right Corner 3s FGM,Field goals made on right corner 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RE2 FG%,Right Elbow 2s FG%,Field goal percentage on right elbow 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RE2 FGA,Right Elbow 2s FGA,Field goal attempts on right elbow 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RE2 FGA/100,Right Elbow 2s FGA / 100 Poss,Field goal attempts on right elbow 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
RE2 FGA/40,Right Elbow 2s FGA / 40 Mins,Field goal attempts on right elbow 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RE2 FGA/G,Right Elbow 2s FGA / Game,Field goal attempts on right elbow 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RE2 FGA%,Right Elbow 2s FGA%,Percentage of shots taken as right elbow 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RE2 FGM,Right Elbow 2s FGM,Field goals made on right elbow 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RW3 FG%,Right Wing 3s FG%,Field goal percentage on right wing 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RW3 FGA,Right Wing 3s FGA,Field goal attempts on right wing 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RW3 FGA/100,Right Wing 3s FGA / 100 Poss,Field goal attempts on right wing 3-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
RW3 FGA/40,Right Wing 3s FGA / 40 Mins,Field goal attempts on right wing 3-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RW3 FGA/G,Right Wing 3s FGA / Game,Field goal attempts on right wing 3-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RW3 FGA%,Right Wing 3s FGA%,Percentage of shots taken as right wing 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RW3 FGM,Right Wing 3s FGM,Field goals made on right wing 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT aFGM,At Rim + In The Paint Assisted FGM,The total number of assisted shots made in the paint (including shots at the rim) by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT aFGM/100,At Rim + In The Paint Assisted FGM / 100,"The total number of assisted shots made in the paint (including shots at the rim) by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
RIM+PAINT aFGM/40,At Rim + In The Paint Assisted FGM / 40,"The total number of assisted shots made in the paint (including shots at the rim) by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RIM+PAINT aFGM/G,At Rim + In The Paint Assisted FGM / Game,"The total number of assisted shots made in the paint (including shots at the rim) by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RIM+PAINT ASTD%,At Rim + In The Paint Assisted Pct,The percentage of shots made in the paint (including shots at the rim) that were assisted.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT FG%,At Rim + In The Paint FG%,Field goal percentage on shots taken in the paint (including shots at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT FGA,At Rim + In The Paint FGA,The total number of field goal attempts on shots taken in the paint (including shots at the rim).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT FGA/100,At Rim + In The Paint FGA / 100 Poss,Field goal attempts on shots taken in the paint (including shots at the rim) per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
RIM+PAINT FGA/40,At Rim + In The Paint FGA / 40 Mins,Field goal attempts on shots taken in the paint (including shots at the rim) per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RIM+PAINT FGA/G,At Rim + In The Paint FGA / Game,Field goal attempts on shots taken in the paint (including shots at the rim) per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
RIM+PAINT FGA%,At Rim + In The Paint FGA%,Percentage of shots taken in the paint (including shots at the rim).,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT FGM,At Rim + In The Paint FGM,The total number of field goals made on shots taken in the paint (including shots at the rim).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
RIM+PAINT uFGM,At Rim + In The Paint Unassisted FGM,The total number of unassisted shots made in the paint (including shots at the rim) by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SFL,Shooting Fouls Committed,The total number of shooting fouls committed.,Integer,Lowest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
sfl2Pts,sfl2Pts,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
sfl3Pts,sfl3Pts,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
sflAnd1,sflAnd1,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SFLD%,Shooting Fouled Percentage,The percentage of shot attempts where a shooting foul was drawn.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SFLD,Shooting Fouls Drawn,The total number of shooting fouls drawn.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SFLD/100,Shooting Fouls Drawn / 100 Poss,The number of shooting fouls drawn per 100 possessions.,Number,Highest # = 100th,Team Agg PBP,pbp
SFLD/40,Shooting Fouls Drawn / 40 Mins,The number of shooting fouls drawn per 40 minutes.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SFLD/G,Shooting Fouls Drawn / Game,The number of shooting fouls drawn per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SFL/100,Shooting Fouls Committed / 100 Poss,The total number of shooting fouls committed per 100 possessions.,Number,Lowest # = 100th,Team Agg PBP,pbp
SFL/40,Shooting Fouls Committed / 40 Mins,The total number of shooting fouls committed per 40 minutes.,Number,Lowest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SFL/Game,Shooting Fouls Committed / Game,The total number of shooting fouls committed per game.,Number,Lowest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SFL%,Shooting Fouls Committed Percentage,The percentage of possessions where a shooting foul was committed.,Percentage,Lowest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT2 FG%,Short Distance 2s FG%,Field goal percentage on 4-10 foot 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT2 FGA,Short Distance 2s FGA,Field goal attempts on 4-10 foot 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT2 FGA/100,Short Distance 2s FGA / 100 Poss,Field goal attempts on 4-10 foot 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
SHT2 FGA/40,Short Distance 2s FGA / 40 Mins,Field goal attempts on 4-10 foot 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SHT2 FGA/G,Short Distance 2s FGA / Game,Field goal attempts on 4-10 foot 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SHT2 FGA%,Short Distance 2s FGA%,Percentage of shots taken as 4-10 foot 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT2 FGM,Short Distance 2s FGM,Field goals made on 4-10 foot 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT3 FG%,Short Distance 3s FG%,Field goal percentage on under 25-foot 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT3 FGA,Short Distance 3s FGA,Field goal attempts on under 25-foot 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT3 FGA/100,Short Distance 3s FGA / 100 Poss,Field goal attempts on under 25-foot 3-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
SHT3 FGA/40,Short Distance 3s FGA / 40 Mins,Field goal attempts on under 25-foot 3-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SHT3 FGA/G,Short Distance 3s FGA / Game,Field goal attempts on under 25-foot 3-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SHT3 FGA%,Short Distance 3s FGA%,Percentage of shots taken as under 25-foot 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHT3 FGM,Short Distance 3s FGM,Field goals made on under 25-foot 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SLP2 FG%,Short Left Paint 2s FG%,Field goal percentage on short left paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SLP2 FGA,Short Left Paint 2s FGA,Field goal attempts on short left paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SLP2 FGA/100,Short Left Paint 2s FGA / 100 Poss,Field goal attempts on short left paint 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
SLP2 FGA/40,Short Left Paint 2s FGA / 40 Mins,Field goal attempts on short left paint 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SLP2 FGA/G,Short Left Paint 2s FGA / Game,Field goal attempts on short left paint 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
